,years,Category,comments,views
5058,2010,education,209,1157394
5059,2010,personal/work,209,1157394
5060,2010,society,209,1157394
5061,2010,society,209,1157394
5062,2010,society,209,1157394
5063,2010,society,209,1157394
5064,2010,society,209,1157394
5065,2010,society,209,1157394
5066,2010,personal/work,359,3951683
5067,2010,education,359,3951683
5068,2010,education,359,3951683
5069,2010,society,359,3951683
5070,2010,society,359,3951683
5071,2010,society,40,235221
5072,2010,society,40,235221
5073,2010,personal/work,40,235221
5074,2010,society,40,235221
5075,2010,society,40,235221
5076,2010,technology/science,40,235221
5077,2010,technology/science,105,484254
5078,2010,technology/science,105,484254
5079,2010,personal/work,105,484254
5080,2010,technology/science,105,484254
5081,2010,personal/work,105,484254
5082,2010,TED ,159,875821
5083,2010,personal/work,159,875821
5084,2010,culture,159,875821
5085,2010,technology/science,159,875821
5086,2010,technology/science,159,875821
5087,2010,technology/science,159,875821
5088,2010,personal/work,229,1147609
5089,2010,technology/science,229,1147609
5090,2010,culture,229,1147609
5091,2010,environment/nature,229,1147609
5092,2010,technology/science,229,1147609
5093,2010,technology/science,229,1147609
5094,2010,personal/work,229,1147609
5095,2010,technology/science,40,112321
5096,2010,environment/nature,40,112321
5097,2010,technology/science,40,112321
5098,2010,personal/work,40,112321
5099,2010,personal/work,141,865560
5100,2010,technology/science,141,865560
5101,2010,technology/science,141,865560
5102,2010,technology/science,141,865560
5103,2010,technology/science,141,865560
5104,2010,technology/science,141,865560
5105,2010,technology/science,141,865560
5106,2010,personal/work,411,942928
5107,2010,personal/work,411,942928
5108,2010,technology/science,411,942928
5109,2010,technology/science,411,942928
5110,2010,technology/science,68,343349
5111,2010,personal/work,68,343349
5112,2010,personal/work,68,343349
5113,2010,technology/science,68,343349
5114,2010,technology/science,68,343349
5115,2010,technology/science,68,343349
5116,2010,technology/science,68,343349
5117,2010,technology/science,68,343349
5118,2010,technology/science,68,343349
5119,2010,technology/science,68,343349
5120,2010,TED ,233,1059098
5121,2010,culture,233,1059098
5122,2010,technology/science,233,1059098
5123,2010,technology/science,233,1059098
5124,2010,environment/nature,233,1059098
5125,2010,society,233,1059098
5126,2010,environment/nature,266,1097901
5127,2010,environment/nature,266,1097901
5128,2010,environment/nature,266,1097901
5129,2010,society,266,1097901
5130,2010,environment/nature,266,1097901
5131,2010,environment/nature,266,1097901
5132,2010,society,266,1097901
5133,2010,society,266,1097901
5134,2010,society,364,899942
5135,2010,society,364,899942
5136,2010,environment/nature,364,899942
5137,2010,society,364,899942
5138,2010,society,364,899942
5139,2010,environment/nature,35,334820
5140,2010,environment/nature,35,334820
5141,2010,society,35,334820
5142,2010,society,35,334820
5143,2010,society,342,738895
5144,2010,TED ,342,738895
5145,2010,society,342,738895
5146,2010,society,342,738895
5147,2010,society,342,738895
5148,2010,society,342,738895
5149,2010,society,342,738895
5150,2010,society,505,3450119
5151,2010,technology/science,505,3450119
5152,2010,personal/work,505,3450119
5153,2010,personal/work,505,3450119
5154,2010,technology/science,954,1075196
5155,2010,environment/nature,954,1075196
5156,2010,personal/work,954,1075196
5157,2010,environment/nature,954,1075196
5158,2010,technology/science,954,1075196
5159,2010,TED ,322,1189754
5160,2010,personal/work,322,1189754
5161,2010,technology/science,322,1189754
5162,2010,technology/science,322,1189754
5163,2010,technology/science,322,1189754
5164,2010,personal/work,322,1189754
5165,2010,TED ,77,317127
5166,2010,technology/science,77,317127
5167,2010,personal/work,77,317127
5168,2010,technology/science,77,317127
5169,2010,technology/science,77,317127
5170,2010,environment/nature,77,317127
5171,2010,technology/science,77,317127
5172,2010,culture,69,414028
5173,2010,personal/work,69,414028
5174,2010,technology/science,69,414028
5175,2010,technology/science,69,414028
5176,2010,environment/nature,69,414028
5177,2010,culture,69,414028
5178,2010,technology/science,69,414028
5179,2010,technology/science,148,1876053
5180,2010,culture,148,1876053
5181,2010,technology/science,148,1876053
5182,2010,personal/work,148,1876053
5183,2010,culture,148,1876053
5184,2010,culture,148,1876053
5185,2010,culture,148,1876053
5186,2010,society,148,1876053
5187,2010,technology/science,148,1876053
5188,2010,society,225,278672
5189,2010,education,225,278672
5190,2010,personal/work,225,278672
5191,2010,society,225,278672
5192,2010,society,225,278672
5193,2010,society,225,278672
5194,2010,personal/work,718,1359611
5195,2010,society,718,1359611
5196,2010,society,718,1359611
5197,2010,society,718,1359611
5198,2010,society,718,1359611
5199,2010,personal/work,718,1359611
5200,2010,society,266,1342475
5201,2010,society,266,1342475
5202,2010,society,266,1342475
5203,2010,society,266,1342475
5204,2010,environment/nature,259,688861
5205,2010,society,259,688861
5206,2010,society,259,688861
5207,2010,environment/nature,259,688861
5208,2010,environment/nature,259,688861
5209,2010,environment/nature,259,688861
5210,2010,environment/nature,259,688861
5211,2010,culture,135,759736
5212,2010,culture,135,759736
5213,2010,society,135,759736
5214,2010,society,135,759736
5215,2010,society,63,621361
5216,2010,environment/nature,63,621361
5217,2010,culture,63,621361
5218,2010,culture,63,621361
5219,2010,society,63,621361
5220,2010,personal/work,190,622593
5221,2010,society,190,622593
5222,2010,society,190,622593
5223,2010,technology/science,190,622593
5224,2010,technology/science,190,622593
5225,2010,technology/science,264,954049
5226,2010,culture,264,954049
5227,2010,technology/science,264,954049
5228,2010,technology/science,264,954049
5229,2010,technology/science,264,954049
5230,2010,technology/science,264,954049
5231,2010,technology/science,264,954049
5232,2010,technology/science,264,954049
5233,2010,environment/nature,91,556032
5234,2010,environment/nature,91,556032
5235,2010,technology/science,91,556032
5236,2010,environment/nature,91,556032
5237,2010,technology/science,91,556032
5238,2010,TED ,83,368770
5239,2010,culture,83,368770
5240,2010,environment/nature,83,368770
5241,2010,environment/nature,83,368770
5242,2010,environment/nature,83,368770
5243,2010,technology/science,83,368770
5244,2010,personal/work,144,829399
5245,2010,culture,144,829399
5246,2010,technology/science,144,829399
5247,2010,culture,144,829399
5248,2010,technology/science,144,829399
5249,2010,culture,343,1021573
5250,2010,education,343,1021573
5251,2010,culture,343,1021573
5252,2010,society,343,1021573
5253,2010,society,343,1021573
5254,2010,culture,834,543551
5255,2010,society,834,543551
5256,2010,society,834,543551
5257,2010,society,834,543551
5258,2010,society,834,543551
5259,2010,society,834,543551
5260,2010,society,834,543551
5261,2010,society,58,454323
5262,2010,environment/nature,58,454323
5263,2010,environment/nature,58,454323
5264,2010,society,58,454323
5265,2010,technology/science,58,454323
5266,2010,technology/science,124,611081
5267,2010,personal/work,124,611081
5268,2010,technology/science,124,611081
5269,2010,technology/science,124,611081
5270,2010,culture,226,1231423
5271,2010,culture,226,1231423
5272,2010,culture,226,1231423
5273,2010,culture,226,1231423
5274,2010,technology/science,156,943245
5275,2010,education,156,943245
5276,2010,technology/science,156,943245
5277,2010,technology/science,74,307628
5278,2010,technology/science,74,307628
5279,2010,technology/science,74,307628
5280,2010,technology/science,74,307628
5281,2010,technology/science,74,307628
5282,2010,TED ,850,1347633
5283,2010,culture,850,1347633
5284,2010,education,850,1347633
5285,2010,technology/science,850,1347633
5286,2010,technology/science,850,1347633
5287,2010,technology/science,146,586814
5288,2010,personal/work,146,586814
5289,2010,technology/science,146,586814
5290,2010,technology/science,146,586814
5291,2010,technology/science,146,586814
5292,2010,personal/work,146,586814
5293,2010,TED ,134,1154719
5294,2010,technology/science,134,1154719
5295,2010,technology/science,134,1154719
5296,2010,society,134,1154719
5297,2010,personal/work,134,1154719
5298,2010,society,579,1499219
5299,2010,society,579,1499219
5300,2010,education,579,1499219
5301,2010,society,579,1499219
5302,2010,society,579,1499219
5303,2010,personal/work,388,2012387
5304,2010,personal/work,388,2012387
5305,2010,personal/work,388,2012387
5306,2010,culture,388,2012387
5307,2010,society,388,2012387
5308,2010,society,388,2012387
5309,2010,society,388,2012387
5310,2010,TED ,52,539950
5311,2010,education,52,539950
5312,2010,education,52,539950
5313,2010,personal/work,52,539950
5314,2010,personal/work,52,539950
5315,2010,personal/work,52,539950
5316,2010,culture,52,539950
5317,2010,personal/work,52,539950
5318,2010,culture,305,960523
5319,2010,society,305,960523
5320,2010,education,305,960523
5321,2010,environment/nature,305,960523
5322,2010,society,31,349168
5323,2010,society,31,349168
5324,2010,environment/nature,31,349168
5325,2010,environment/nature,31,349168
5326,2010,society,31,349168
5327,2010,society,31,349168
5328,2010,TED ,140,452578
5329,2010,personal/work,140,452578
5330,2010,education,140,452578
5331,2010,society,140,452578
5332,2010,technology/science,140,452578
5333,2010,technology/science,187,505716
5334,2010,technology/science,187,505716
5335,2010,technology/science,187,505716
5336,2010,technology/science,187,505716
5337,2010,technology/science,187,505716
5338,2010,TED ,589,4908787
5339,2010,personal/work,589,4908787
5340,2010,personal/work,589,4908787
5341,2010,culture,589,4908787
5342,2010,technology/science,589,4908787
5343,2010,technology/science,589,4908787
5344,2010,personal/work,589,4908787
5345,2010,TED ,189,1112351
5346,2010,technology/science,189,1112351
5347,2010,technology/science,189,1112351
5348,2010,personal/work,189,1112351
5349,2010,technology/science,189,1112351
5350,2010,environment/nature,189,1112351
5351,2010,technology/science,189,1112351
5352,2010,TED ,767,2152734
5353,2010,culture,767,2152734
5354,2010,personal/work,767,2152734
5355,2010,environment/nature,767,2152734
5356,2010,technology/science,767,2152734
5357,2010,environment/nature,767,2152734
5358,2010,technology/science,767,2152734
5359,2010,technology/science,767,2152734
5360,2010,TED ,366,1828181
5361,2010,culture,366,1828181
5362,2010,society,366,1828181
5363,2010,society,366,1828181
5364,2010,society,366,1828181
5365,2010,culture,297,1393541
5366,2010,environment/nature,297,1393541
5367,2010,society,297,1393541
5368,2010,society,297,1393541
5369,2010,environment/nature,297,1393541
5370,2010,society,233,532619
5371,2010,TED ,233,532619
5372,2010,environment/nature,233,532619
5373,2010,personal/work,233,532619
5374,2010,society,233,532619
5375,2010,society,233,532619
5376,2010,personal/work,117,833901
5377,2010,society,117,833901
5378,2010,culture,117,833901
5379,2010,culture,117,833901
5380,2010,society,117,833901
5381,2010,society,117,833901
5382,2010,society,117,833901
5383,2010,personal/work,209,588691
5384,2010,technology/science,209,588691
5385,2010,technology/science,209,588691
5386,2010,technology/science,209,588691
5387,2010,personal/work,209,588691
5388,2010,technology/science,893,2235818
5389,2010,technology/science,893,2235818
5390,2010,culture,893,2235818
5391,2010,technology/science,893,2235818
5392,2010,technology/science,893,2235818
5393,2010,technology/science,893,2235818
5394,2010,technology/science,893,2235818
5395,2010,technology/science,220,849372
5396,2010,culture,220,849372
5397,2010,education,220,849372
5398,2010,technology/science,220,849372
5399,2010,technology/science,220,849372
5400,2010,technology/science,220,849372
5401,2010,technology/science,831,851862
5402,2010,culture,831,851862
5403,2010,technology/science,831,851862
5404,2010,education,831,851862
5405,2010,technology/science,831,851862
5406,2010,technology/science,831,851862
5407,2010,technology/science,831,851862
5408,2010,TED ,301,1882742
5409,2010,education,301,1882742
5410,2010,culture,301,1882742
5411,2010,education,301,1882742
5412,2010,education,219,2108409
5413,2010,personal/work,219,2108409
5414,2010,culture,219,2108409
5415,2010,culture,219,2108409
5416,2010,technology/science,219,2108409
5417,2010,technology/science,219,2108409
5418,2010,TED ,291,1125092
5419,2010,personal/work,291,1125092
5420,2010,technology/science,291,1125092
5421,2010,personal/work,291,1125092
5422,2010,personal/work,291,1125092
5423,2010,technology/science,291,1125092
5424,2010,culture,291,1125092
5425,2010,technology/science,291,1125092
5426,2010,personal/work,291,1125092
5427,2010,personal/work,473,1854997
5428,2010,personal/work,473,1854997
5429,2010,education,473,1854997
5430,2010,technology/science,473,1854997
5431,2010,technology/science,473,1854997
5432,2010,education,473,1854997
5433,2010,education,473,1854997
5434,2010,technology/science,473,1854997
5435,2010,technology/science,473,1854997
5436,2010,technology/science,473,1854997
5437,2010,technology/science,153,858303
5438,2010,environment/nature,153,858303
5439,2010,environment/nature,153,858303
5440,2010,culture,153,858303
5441,2010,technology/science,153,858303
5442,2010,technology/science,153,858303
5443,2010,technology/science,868,7431179
5444,2010,personal/work,868,7431179
5445,2010,technology/science,868,7431179
5446,2010,technology/science,868,7431179
5447,2010,personal/work,868,7431179
5448,2010,technology/science,868,7431179
5449,2010,technology/science,868,7431179
5450,2010,personal/work,868,7431179
5451,2010,TED ,68,702793
5452,2010,personal/work,68,702793
5453,2010,society,68,702793
5454,2010,personal/work,68,702793
5455,2010,society,68,702793
5456,2010,environment/nature,68,702793
5457,2010,TED ,1927,31168150
5458,2010,personal/work,1927,31168150
5459,2010,culture,1927,31168150
5460,2010,personal/work,1927,31168150
5461,2010,personal/work,1927,31168150
5462,2010,society,1927,31168150
5463,2010,society,1927,31168150
5464,2010,personal/work,1927,31168150
5465,2010,society,1927,31168150
5466,2010,culture,272,948622
5467,2010,society,272,948622
5468,2010,personal/work,272,948622
5469,2010,society,272,948622
5470,2010,personal/work,272,948622
5471,2011,personal/work,409,4241096
5472,2011,culture,409,4241096
5473,2011,culture,409,4241096
5474,2011,personal/work,409,4241096
5475,2011,personal/work,409,4241096
5476,2011,TED ,2374,1847256
5477,2011,culture,2374,1847256
5478,2011,technology/science,2374,1847256
5479,2011,technology/science,2374,1847256
5480,2011,culture,2374,1847256
5481,2011,TED ,214,1231800
5482,2011,personal/work,214,1231800
5483,2011,personal/work,214,1231800
5484,2011,culture,214,1231800
5485,2011,culture,214,1231800
5486,2011,technology/science,214,1231800
5487,2011,technology/science,214,1231800
5488,2011,personal/work,207,892492
5489,2011,technology/science,207,892492
5490,2011,technology/science,207,892492
5491,2011,technology/science,207,892492
5492,2011,technology/science,207,892492
5493,2011,TED ,592,2859644
5494,2011,education,592,2859644
5495,2011,personal/work,592,2859644
5496,2011,personal/work,592,2859644
5497,2011,personal/work,592,2859644
5498,2011,personal/work,592,2859644
5499,2011,technology/science,592,2859644
5500,2011,personal/work,592,2859644
5501,2011,personal/work,205,667218
5502,2011,technology/science,205,667218
5503,2011,personal/work,205,667218
5504,2011,technology/science,205,667218
5505,2011,technology/science,205,667218
5506,2011,technology/science,250,1475333
5507,2011,technology/science,250,1475333
5508,2011,culture,250,1475333
5509,2011,technology/science,250,1475333
5510,2011,technology/science,250,1475333
5511,2011,technology/science,250,1475333
5512,2011,environment/nature,179,1301834
5513,2011,technology/science,179,1301834
5514,2011,culture,179,1301834
5515,2011,technology/science,179,1301834
5516,2011,personal/work,322,1208946
5517,2011,technology/science,322,1208946
5518,2011,technology/science,322,1208946
5519,2011,TED ,616,953587
5520,2011,technology/science,616,953587
5521,2011,education,616,953587
5522,2011,education,616,953587
5523,2011,technology/science,616,953587
5524,2011,technology/science,616,953587
5525,2011,technology/science,616,953587
5526,2011,technology/science,616,953587
5527,2011,personal/work,342,900395
5528,2011,personal/work,342,900395
5529,2011,culture,342,900395
5530,2011,technology/science,342,900395
5531,2011,society,342,900395
5532,2011,society,342,900395
5533,2011,society,142,521502
5534,2011,society,142,521502
5535,2011,culture,142,521502
5536,2011,society,142,521502
5537,2011,society,142,521502
5538,2011,environment/nature,356,462012
5539,2011,TED ,356,462012
5540,2011,personal/work,356,462012
5541,2011,personal/work,356,462012
5542,2011,society,356,462012
5543,2011,environment/nature,356,462012
5544,2011,society,356,462012
5545,2011,environment/nature,356,462012
5546,2011,society,356,462012
5547,2011,technology/science,356,462012
5548,2011,TED ,55,463366
5549,2011,technology/science,55,463366
5550,2011,technology/science,55,463366
5551,2011,technology/science,55,463366
5552,2011,technology/science,55,463366
5553,2011,technology/science,55,463366
5554,2011,technology/science,55,463366
5555,2011,technology/science,55,463366
5556,2011,technology/science,114,757335
5557,2011,culture,114,757335
5558,2011,culture,114,757335
5559,2011,culture,114,757335
5560,2011,technology/science,114,757335
5561,2011,technology/science,114,757335
5562,2011,technology/science,114,757335
5563,2011,technology/science,920,2327025
5564,2011,personal/work,920,2327025
5565,2011,technology/science,920,2327025
5566,2011,culture,920,2327025
5567,2011,technology/science,920,2327025
5568,2011,technology/science,920,2327025
5569,2011,personal/work,98,497626
5570,2011,technology/science,98,497626
5571,2011,technology/science,98,497626
5572,2011,society,98,497626
5573,2011,society,98,497626
5574,2011,society,98,497626
5575,2011,culture,132,1300622
5576,2011,culture,132,1300622
5577,2011,culture,132,1300622
5578,2011,society,132,1300622
5579,2011,culture,132,1300622
5580,2011,culture,132,1300622
5581,2011,society,132,1300622
5582,2011,society,132,1300622
5583,2011,TED ,146,399314
5584,2011,society,146,399314
5585,2011,society,146,399314
5586,2011,society,146,399314
5587,2011,society,146,399314
5588,2011,society,58,465856
5589,2011,personal/work,58,465856
5590,2011,culture,58,465856
5591,2011,personal/work,58,465856
5592,2011,society,76,316975
5593,2011,technology/science,76,316975
5594,2011,technology/science,76,316975
5595,2011,technology/science,76,316975
5596,2011,technology/science,98,724865
5597,2011,personal/work,98,724865
5598,2011,technology/science,98,724865
5599,2011,personal/work,98,724865
5600,2011,technology/science,98,724865
5601,2011,technology/science,98,724865
5602,2011,technology/science,98,724865
5603,2011,education,98,724865
5604,2011,technology/science,98,724865
5605,2011,culture,98,724865
5606,2011,technology/science,98,724865
5607,2011,technology/science,168,1272294
5608,2011,culture,168,1272294
5609,2011,culture,168,1272294
5610,2011,culture,168,1272294
5611,2011,culture,168,1272294
5612,2011,TED ,350,2434842
5613,2011,culture,350,2434842
5614,2011,technology/science,350,2434842
5615,2011,technology/science,350,2434842
5616,2011,technology/science,350,2434842
5617,2011,culture,350,2434842
5618,2011,culture,89,599444
5619,2011,technology/science,89,599444
5620,2011,culture,89,599444
5621,2011,technology/science,89,599444
5622,2011,technology/science,89,599444
5623,2011,technology/science,89,599444
5624,2011,TED ,283,3813685
5625,2011,personal/work,283,3813685
5626,2011,culture,283,3813685
5627,2011,personal/work,283,3813685
5628,2011,personal/work,283,3813685
5629,2011,personal/work,283,3813685
5630,2011,personal/work,283,3813685
5631,2011,technology/science,189,1064574
5632,2011,personal/work,189,1064574
5633,2011,personal/work,189,1064574
5634,2011,personal/work,189,1064574
5635,2011,technology/science,189,1064574
5636,2011,culture,189,1064574
5637,2011,technology/science,189,1064574
5638,2011,technology/science,189,1064574
5639,2011,personal/work,79,348647
5640,2011,society,79,348647
5641,2011,society,79,348647
5642,2011,society,79,348647
5643,2011,society,79,348647
5644,2011,society,79,348647
5645,2011,society,229,1740568
5646,2011,environment/nature,229,1740568
5647,2011,society,229,1740568
5648,2011,society,229,1740568
5649,2011,society,229,1740568
5650,2011,TED ,93,1917442
5651,2011,culture,93,1917442
5652,2011,culture,93,1917442
5653,2011,culture,93,1917442
5654,2011,culture,93,1917442
5655,2011,culture,84,694181
5656,2011,society,84,694181
5657,2011,personal/work,84,694181
5658,2011,culture,84,694181
5659,2011,society,84,694181
5660,2011,TED ,347,2513242
5661,2011,personal/work,347,2513242
5662,2011,education,347,2513242
5663,2011,education,347,2513242
5664,2011,society,347,2513242
5665,2011,society,347,2513242
5666,2011,culture,165,861056
5667,2011,society,165,861056
5668,2011,society,165,861056
5669,2011,society,165,861056
5670,2011,personal/work,165,861056
5671,2011,personal/work,76,710327
5672,2011,society,76,710327
5673,2011,society,107,729867
5674,2011,technology/science,107,729867
5675,2011,personal/work,107,729867
5676,2011,technology/science,107,729867
5677,2011,personal/work,273,880598
5678,2011,personal/work,273,880598
5679,2011,culture,273,880598
5680,2011,technology/science,273,880598
5681,2011,technology/science,38,620073
5682,2011,personal/work,38,620073
5683,2011,personal/work,38,620073
5684,2011,culture,38,620073
5685,2011,technology/science,38,620073
5686,2011,technology/science,38,620073
5687,2011,technology/science,38,620073
5688,2011,technology/science,38,620073
5689,2011,technology/science,555,439180
5690,2011,personal/work,555,439180
5691,2011,personal/work,82,420269
5692,2011,technology/science,82,420269
5693,2011,technology/science,82,420269
5694,2011,technology/science,82,420269
5695,2011,culture,97,746852
5696,2011,culture,97,746852
5697,2011,culture,97,746852
5698,2011,culture,97,746852
5699,2011,technology/science,163,922923
5700,2011,technology/science,163,922923
5701,2011,technology/science,163,922923
5702,2011,technology/science,163,922923
5703,2011,culture,163,922923
5704,2011,technology/science,163,922923
5705,2011,technology/science,163,922923
5706,2011,technology/science,163,922923
5707,2011,education,378,2626483
5708,2011,personal/work,378,2626483
5709,2011,culture,378,2626483
5710,2011,personal/work,378,2626483
5711,2011,society,378,2626483
5712,2011,society,190,914212
5713,2011,society,190,914212
5714,2011,society,190,914212
5715,2011,society,190,914212
5716,2011,society,190,914212
5717,2011,society,190,914212
5718,2011,society,231,1866264
5719,2011,education,231,1866264
5720,2011,society,231,1866264
5721,2011,education,231,1866264
5722,2011,society,249,2783715
5723,2011,society,249,2783715
5724,2011,society,249,2783715
5725,2011,technology/science,249,2783715
5726,2011,technology/science,249,2783715
5727,2011,culture,202,953671
5728,2011,technology/science,202,953671
5729,2011,education,202,953671
5730,2011,technology/science,202,953671
5731,2011,technology/science,202,953671
5732,2011,personal/work,202,953671
5733,2011,culture,548,4609857
5734,2011,education,548,4609857
5735,2011,technology/science,548,4609857
5736,2011,technology/science,548,4609857
5737,2011,education,548,4609857
5738,2011,personal/work,370,2475423
5739,2011,education,370,2475423
5740,2011,education,370,2475423
5741,2011,personal/work,370,2475423
5742,2011,TED ,134,596776
5743,2011,personal/work,134,596776
5744,2011,environment/nature,134,596776
5745,2011,technology/science,134,596776
5746,2011,education,134,596776
5747,2011,environment/nature,134,596776
5748,2011,environment/nature,134,596776
5749,2011,technology/science,134,596776
5750,2011,environment/nature,134,596776
5751,2011,personal/work,226,1132752
5752,2011,culture,226,1132752
5753,2011,personal/work,226,1132752
5754,2011,technology/science,226,1132752
5755,2011,personal/work,239,1119772
5756,2011,technology/science,239,1119772
5757,2011,technology/science,239,1119772
5758,2011,personal/work,163,2178952
5759,2011,technology/science,163,2178952
5760,2011,culture,163,2178952
5761,2011,TED ,109,562653
5762,2011,technology/science,109,562653
5763,2011,technology/science,109,562653
5764,2011,culture,645,10529854
5765,2011,culture,645,10529854
5766,2011,technology/science,645,10529854
5767,2011,personal/work,645,10529854
5768,2011,culture,268,2391977
5769,2011,technology/science,268,2391977
5770,2011,technology/science,268,2391977
5771,2011,technology/science,268,2391977
5772,2011,TED ,232,710619
5773,2011,environment/nature,232,710619
5774,2011,culture,232,710619
5775,2011,culture,232,710619
5776,2011,society,232,710619
5777,2011,society,773,1226731
5778,2011,TED ,773,1226731
5779,2011,society,773,1226731
5780,2011,environment/nature,773,1226731
5781,2011,environment/nature,773,1226731
5782,2011,society,773,1226731
5783,2011,society,773,1226731
5784,2011,society,773,1226731
5785,2011,society,773,1226731
5786,2011,society,226,1370710
5787,2011,personal/work,226,1370710
5788,2011,society,226,1370710
5789,2011,society,226,1370710
5790,2011,society,226,1370710
5791,2011,TED ,71,400082
5792,2011,personal/work,71,400082
5793,2011,culture,71,400082
5794,2011,culture,71,400082
5795,2011,culture,71,400082
5796,2011,culture,71,400082
5797,2011,TED ,353,1624741
5798,2011,culture,353,1624741
5799,2011,society,353,1624741
5800,2011,education,353,1624741
5801,2011,society,214,1349028
5802,2011,society,214,1349028
5803,2011,society,214,1349028
5804,2011,environment/nature,214,1349028
5805,2011,society,214,1349028
5806,2011,society,214,1349028
5807,2011,society,214,1349028
5808,2011,environment/nature,102,1530711
5809,2011,society,102,1530711
5810,2011,culture,102,1530711
5811,2011,culture,102,1530711
5812,2011,society,102,1530711
5813,2011,personal/work,289,2442977
5814,2011,society,289,2442977
5815,2011,society,289,2442977
5816,2011,society,289,2442977
5817,2011,society,289,2442977
5818,2011,society,289,2442977
5819,2011,personal/work,270,3421371
5820,2011,personal/work,270,3421371
5821,2011,society,270,3421371
5822,2011,culture,270,3421371
5823,2011,culture,270,3421371
5824,2011,technology/science,270,3421371
5825,2011,technology/science,270,3421371
5826,2011,education,86,856326
5827,2011,technology/science,86,856326
5828,2011,technology/science,86,856326
5829,2011,technology/science,86,856326
5830,2011,culture,278,2467385
5831,2011,technology/science,278,2467385
5832,2011,technology/science,278,2467385
5833,2011,personal/work,278,2467385
5834,2011,technology/science,278,2467385
5835,2011,technology/science,278,2467385
5836,2011,personal/work,110,893343
5837,2011,culture,110,893343
5838,2011,culture,110,893343
5839,2011,technology/science,154,2049103
5840,2011,personal/work,154,2049103
5841,2011,culture,154,2049103
5842,2011,technology/science,154,2049103
5843,2011,culture,154,2049103
5844,2011,culture,154,2049103
5845,2011,culture,154,2049103
5846,2011,personal/work,158,943624
5847,2011,technology/science,158,943624
5848,2011,technology/science,158,943624
5849,2011,technology/science,158,943624
5850,2011,technology/science,158,943624
5851,2011,technology/science,158,943624
5852,2011,personal/work,207,2030154
5853,2011,personal/work,207,2030154
5854,2011,culture,207,2030154
5855,2011,education,32,656851
5856,2011,TED ,32,656851
5857,2011,culture,32,656851
5858,2011,culture,32,656851
5859,2011,environment/nature,32,656851
5860,2011,society,542,7481004
5861,2011,society,542,7481004
5862,2011,society,542,7481004
5863,2011,education,542,7481004
5864,2011,personal/work,542,7481004
5865,2011,technology/science,542,7481004
5866,2011,technology/science,542,7481004
5867,2011,TED ,221,1612925
5868,2011,personal/work,221,1612925
5869,2011,personal/work,221,1612925
5870,2011,culture,221,1612925
5871,2011,society,221,1612925
5872,2011,society,221,1612925
5873,2011,personal/work,134,1104345
5874,2011,culture,134,1104345
5875,2011,personal/work,134,1104345
5876,2011,TED ,324,1479352
5877,2011,culture,324,1479352
5878,2011,society,324,1479352
5879,2011,society,324,1479352
5880,2011,society,324,1479352
5881,2011,personal/work,273,620231
5882,2011,technology/science,273,620231
5883,2011,TED ,529,1531265
5884,2011,culture,529,1531265
5885,2011,personal/work,529,1531265
5886,2011,technology/science,529,1531265
5887,2011,technology/science,529,1531265
5888,2011,technology/science,529,1531265
5889,2011,technology/science,529,1531265
5890,2011,technology/science,529,1531265
5891,2011,culture,480,3976339
5892,2011,personal/work,480,3976339
5893,2011,technology/science,290,1394203
5894,2011,education,290,1394203
5895,2011,technology/science,290,1394203
5896,2011,technology/science,290,1394203
5897,2011,technology/science,290,1394203
5898,2011,technology/science,290,1394203
5899,2011,technology/science,290,1394203
5900,2011,technology/science,290,1394203
5901,2011,society,69,537035
5902,2011,society,69,537035
5903,2011,society,69,537035
5904,2011,society,69,537035
5905,2011,technology/science,69,537035
5906,2011,technology/science,69,537035
5907,2011,personal/work,394,6636475
5908,2011,personal/work,394,6636475
5909,2011,society,394,6636475
5910,2011,society,328,1021180
5911,2011,society,328,1021180
5912,2011,society,328,1021180
5913,2011,society,328,1021180
5914,2011,society,328,1021180
5915,2011,society,328,1021180
5916,2011,TED ,78,744089
5917,2011,culture,78,744089
5918,2011,society,78,744089
5919,2011,society,78,744089
5920,2011,society,78,744089
5921,2011,society,78,744089
5922,2011,society,140,862689
5923,2011,TED ,140,862689
5924,2011,environment/nature,140,862689
5925,2011,society,140,862689
5926,2011,society,140,862689
5927,2011,society,140,862689
5928,2011,environment/nature,140,862689
5929,2011,society,140,862689
5930,2011,technology/science,140,862689
5931,2011,society,236,1507048
5932,2011,society,236,1507048
5933,2011,culture,236,1507048
5934,2011,society,236,1507048
5935,2011,technology/science,236,1507048
5936,2011,technology/science,119,1367702
5937,2011,education,119,1367702
5938,2011,culture,119,1367702
5939,2011,technology/science,119,1367702
5940,2011,technology/science,119,1367702
5941,2011,technology/science,119,1367702
5942,2011,culture,507,4039403
5943,2011,technology/science,507,4039403
5944,2011,technology/science,507,4039403
5945,2011,technology/science,507,4039403
5946,2011,technology/science,507,4039403
5947,2011,culture,149,820976
5948,2011,personal/work,149,820976
5949,2011,technology/science,149,820976
5950,2011,education,149,820976
5951,2011,technology/science,149,820976
5952,2011,technology/science,80,657251
5953,2011,technology/science,80,657251
5954,2011,culture,80,657251
5955,2011,technology/science,80,657251
5956,2011,TED ,144,1218882
5957,2011,technology/science,144,1218882
5958,2011,technology/science,144,1218882
5959,2011,technology/science,144,1218882
5960,2011,personal/work,144,1218882
5961,2011,technology/science,144,1218882
5962,2011,personal/work,144,1218882
5963,2011,technology/science,144,1218882
