years,Category,comments,views
2010,culture,104,556163
2010,culture,104,556163
2010,technology/science,133,318423
2010,technology/science,133,318423
2010,personal/work,133,318423
2010,technology/science,133,318423
2010,technology/science,133,318423
2010,education,177,676741
2010,culture,177,676741
2010,technology/science,177,676741
2010,personal/work,177,676741
2010,technology/science,111,761716
2010,society,111,761716
2010,society,111,761716
2010,culture,111,761716
2010,society,111,761716
2010,society,111,761716
2010,society,111,761716
2010,TED ,37,717531
2010,society,37,717531
2010,personal/work,37,717531
2010,society,37,717531
2010,society,37,717531
2010,culture,472,1224278
2010,society,472,1224278
2010,society,472,1224278
2010,personal/work,472,1224278
2010,society,472,1224278
2010,society,472,1224278
2010,TED ,144,702550
2010,education,144,702550
2010,society,144,702550
2010,society,144,702550
2010,technology/science,144,702550
2010,education,144,702550
2010,technology/science,144,702550
2010,technology/science,144,702550
2010,personal/work,238,2835976
2010,personal/work,238,2835976
2010,education,238,2835976
2010,education,356,1406151
2010,personal/work,356,1406151
2010,technology/science,356,1406151
2010,technology/science,356,1406151
2010,personal/work,356,1406151
2010,technology/science,113,495585
2010,personal/work,113,495585
2010,technology/science,113,495585
2010,technology/science,113,495585
2010,technology/science,113,495585
2010,personal/work,113,495585
2010,technology/science,113,495585
2010,technology/science,113,495585
2010,personal/work,95,528451
2010,personal/work,95,528451
2010,technology/science,95,528451
2010,technology/science,95,528451
2010,technology/science,95,528451
2010,culture,95,528451
2010,technology/science,95,528451
2010,TED ,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,education,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,technology/science,68,496827
2010,society,171,696319
2010,society,171,696319
2010,society,171,696319
2010,society,171,696319
2010,society,171,696319
2010,culture,36,433879
2010,society,36,433879
2010,personal/work,36,433879
2010,society,36,433879
2010,society,36,433879
2010,society,36,433879
2010,TED ,196,741625
2010,personal/work,196,741625
2010,society,196,741625
2010,technology/science,196,741625
2010,technology/science,196,741625
2010,personal/work,1137,7638978
2010,education,1137,7638978
2010,technology/science,1137,7638978
2010,technology/science,1137,7638978
2010,technology/science,1137,7638978
2010,personal/work,1137,7638978
2010,technology/science,209,1718568
2010,technology/science,209,1718568
2010,education,209,1718568
2010,technology/science,209,1718568
2010,technology/science,209,1718568
2010,personal/work,250,656762
2010,technology/science,250,656762
2010,technology/science,250,656762
2010,personal/work,266,2054164
2010,personal/work,266,2054164
2010,technology/science,266,2054164
2010,technology/science,266,2054164
2010,technology/science,266,2054164
2010,technology/science,266,2054164
2010,personal/work,948,4329332
2010,personal/work,948,4329332
2010,environment/nature,948,4329332
2010,technology/science,948,4329332
2010,technology/science,948,4329332
2010,technology/science,948,4329332
2010,technology/science,948,4329332
2010,TED ,142,540897
2010,technology/science,142,540897
2010,education,142,540897
2010,personal/work,142,540897
2010,technology/science,142,540897
2010,personal/work,277,610454
2010,technology/science,277,610454
2010,technology/science,277,610454
2010,technology/science,277,610454
2010,TED ,110,710710
2010,society,110,710710
2010,society,110,710710
2010,society,110,710710
2010,society,110,710710
2010,society,110,710710
2010,society,383,4375111
2010,environment/nature,383,4375111
2010,personal/work,383,4375111
2010,society,383,4375111
2010,education,383,4375111
2010,society,383,4375111
2010,society,383,4375111
2010,society,383,4375111
2010,society,383,4375111
2010,society,68,840223
2010,society,68,840223
2010,society,68,840223
2010,society,68,840223
2010,society,68,840223
2010,personal/work,68,840223
2010,culture,189,674090
2010,culture,189,674090
2010,technology/science,189,674090
2010,culture,189,674090
2010,personal/work,321,3302312
2010,personal/work,321,3302312
2010,culture,321,3302312
2010,culture,321,3302312
2010,personal/work,425,3841631
2010,culture,425,3841631
2010,technology/science,425,3841631
2010,personal/work,425,3841631
2010,personal/work,425,3841631
2010,technology/science,425,3841631
2010,technology/science,425,3841631
2010,technology/science,425,3841631
2010,personal/work,90,567000
2010,culture,90,567000
2010,culture,90,567000
2010,technology/science,90,567000
2010,culture,90,567000
2010,technology/science,112,654080
2010,technology/science,112,654080
2010,technology/science,112,654080
2010,technology/science,112,654080
2010,technology/science,112,654080
2010,technology/science,146,521974
2010,technology/science,146,521974
2010,technology/science,146,521974
2010,technology/science,197,1890066
2010,culture,197,1890066
2010,culture,197,1890066
2010,culture,197,1890066
2010,environment/nature,197,1890066
2010,environment/nature,197,1890066
2010,personal/work,197,1890066
2010,technology/science,197,1890066
2010,technology/science,197,1890066
2010,personal/work,197,1890066
2010,personal/work,216,2797058
2010,culture,216,2797058
2010,culture,216,2797058
2010,technology/science,216,2797058
2010,culture,216,2797058
2010,personal/work,258,971594
2010,personal/work,258,971594
2010,personal/work,258,971594
2010,personal/work,258,971594
2010,technology/science,258,971594
2010,personal/work,258,971594
2010,technology/science,90,680486
2010,technology/science,90,680486
2010,technology/science,90,680486
2010,technology/science,90,680486
2010,technology/science,90,680486
2010,technology/science,210,575346
2010,culture,210,575346
2010,technology/science,210,575346
2010,society,210,575346
2010,culture,317,1974007
2010,society,317,1974007
2010,environment/nature,317,1974007
2010,society,317,1974007
2010,society,317,1974007
2010,culture,164,1022426
2010,personal/work,164,1022426
2010,society,164,1022426
2010,society,164,1022426
2010,society,164,1022426
2010,society,556,757791
2010,personal/work,556,757791
2010,society,556,757791
2010,society,556,757791
2010,technology/science,556,757791
2010,society,101,708408
2010,environment/nature,101,708408
2010,society,101,708408
2010,society,101,708408
2010,society,101,708408
2010,personal/work,82,384626
2010,society,82,384626
2010,society,82,384626
2010,society,82,384626
2010,technology/science,82,384626
2010,environment/nature,101,473220
2010,technology/science,101,473220
2010,culture,101,473220
2010,culture,101,473220
2010,personal/work,101,473220
2010,culture,101,473220
2010,personal/work,101,473220
2010,personal/work,101,473220
2010,technology/science,1309,4573252
2010,technology/science,1309,4573252
2010,culture,1309,4573252
2010,technology/science,1309,4573252
2010,technology/science,1309,4573252
2010,culture,1309,4573252
2010,technology/science,104,719238
2010,technology/science,104,719238
2010,technology/science,104,719238
2010,personal/work,104,719238
2010,technology/science,104,719238
2010,technology/science,104,719238
2010,environment/nature,104,719238
2010,personal/work,73,733293
2010,culture,73,733293
2010,culture,73,733293
2010,culture,3356,3433437
2010,technology/science,3356,3433437
2010,technology/science,3356,3433437
2010,technology/science,3356,3433437
2010,technology/science,3356,3433437
2010,technology/science,3356,3433437
2010,culture,3356,3433437
2010,technology/science,3356,3433437
2010,technology/science,76,320717
2010,technology/science,76,320717
2010,personal/work,76,320717
2010,environment/nature,76,320717
2010,society,76,320717
2010,environment/nature,76,320717
2010,society,76,320717
2010,society,76,320717
2010,personal/work,146,876649
2010,education,146,876649
2010,society,146,876649
2010,personal/work,146,876649
2010,society,180,622046
2010,society,180,622046
2010,TED ,180,622046
2010,society,180,622046
2010,personal/work,180,622046
2010,society,180,622046
2010,society,180,622046
2010,society,180,622046
2010,TED ,180,1163387
2010,personal/work,180,1163387
2010,culture,180,1163387
2010,culture,180,1163387
2010,society,180,1163387
2010,culture,180,1163387
2010,culture,180,1163387
2010,culture,180,1163387
2010,personal/work,74,176995
2010,society,74,176995
2010,technology/science,74,176995
2010,technology/science,270,857400
2010,personal/work,270,857400
2010,technology/science,270,857400
2010,technology/science,270,857400
2010,personal/work,270,857400
2010,technology/science,270,857400
2010,education,152,940686
2010,education,152,940686
2010,technology/science,152,940686
2010,technology/science,152,940686
2010,education,152,940686
2010,technology/science,137,684929
2010,technology/science,137,684929
2010,culture,137,684929
2010,technology/science,137,684929
2010,technology/science,137,684929
2010,personal/work,422,6475731
2010,culture,422,6475731
2010,culture,422,6475731
2010,personal/work,422,6475731
2010,technology/science,422,6475731
2010,technology/science,422,6475731
2010,education,795,4782854
2010,personal/work,795,4782854
2010,education,795,4782854
2010,personal/work,795,4782854
2010,personal/work,368,449161
2010,technology/science,368,449161
2010,technology/science,368,449161
2010,culture,368,449161
2010,technology/science,368,449161
2010,technology/science,368,449161
2010,technology/science,266,1222800
2010,technology/science,266,1222800
2010,technology/science,266,1222800
2010,technology/science,266,1222800
2010,technology/science,266,1222800
2010,technology/science,140,523422
2010,technology/science,140,523422
2010,society,140,523422
2010,society,140,523422
2010,society,140,523422
2010,society,140,523422
2010,society,140,523422
2010,society,183,1922563
2010,TED ,183,1922563
2010,society,183,1922563
2010,society,183,1922563
2010,society,183,1922563
2010,society,183,1922563
2010,environment/nature,59,403708
2010,society,59,403708
2010,environment/nature,59,403708
2010,environment/nature,59,403708
2010,personal/work,59,403708
2010,society,59,403708
2010,culture,192,860139
2010,culture,192,860139
2010,culture,192,860139
2010,society,192,860139
2010,society,2272,1838628
2010,society,2272,1838628
2010,culture,2272,1838628
2010,society,2272,1838628
2010,personal/work,2272,1838628
2010,society,117,1209663
2010,culture,117,1209663
2010,society,117,1209663
2010,society,117,1209663
2010,society,117,1209663
2010,personal/work,140,766536
2010,culture,140,766536
2010,environment/nature,140,766536
2010,society,140,766536
2010,culture,65,524790
2010,society,65,524790
2010,culture,65,524790
2010,society,65,524790
2010,culture,65,524790
2010,technology/science,65,524790
2010,technology/science,152,399280
2010,culture,152,399280
2010,technology/science,152,399280
2010,culture,152,399280
2010,technology/science,152,399280
2010,environment/nature,77,579754
2010,technology/science,77,579754
2010,technology/science,77,579754
2010,environment/nature,77,579754
2010,environment/nature,77,579754
2010,environment/nature,77,579754
2010,technology/science,77,579754
2010,technology/science,77,579754
2010,culture,1545,2611707
2010,technology/science,1545,2611707
2010,technology/science,1545,2611707
2010,technology/science,1545,2611707
2010,TED ,38,295059
2010,technology/science,38,295059
2010,technology/science,38,295059
2010,technology/science,38,295059
2010,technology/science,38,295059
2010,personal/work,181,3917039
2010,personal/work,181,3917039
2010,culture,181,3917039
2010,technology/science,181,3917039
2010,culture,181,3917039
2010,technology/science,181,3917039
2010,personal/work,89,538014
2010,culture,89,538014
2010,technology/science,89,538014
2010,technology/science,89,538014
2010,technology/science,89,538014
2010,culture,150,473956
2010,society,150,473956
2010,society,150,473956
2010,society,150,473956
2010,education,278,1542898
2010,society,278,1542898
2010,society,278,1542898
2010,society,278,1542898
2010,society,278,1542898
2010,society,278,1542898
2010,society,278,1542898
2010,personal/work,278,1542898
2010,society,84,642744
2010,culture,84,642744
2010,society,84,642744
2010,society,84,642744
2010,environment/nature,84,642744
2010,society,79,619489
2010,society,79,619489
2010,society,79,619489
2010,education,79,619489
2010,personal/work,79,619489
2010,society,79,619489
2010,culture,279,2212944
2010,culture,279,2212944
2010,culture,279,2212944
2010,society,279,2212944
2010,society,206,876307
2010,society,206,876307
2010,technology/science,206,876307
2010,technology/science,206,876307
2010,TED ,1930,34309432
2010,personal/work,1930,34309432
2010,technology/science,1930,34309432
2010,personal/work,1930,34309432
2010,personal/work,1930,34309432
2010,environment/nature,292,612260
2010,environment/nature,292,612260
2010,environment/nature,292,612260
2010,environment/nature,292,612260
2010,technology/science,292,612260
2010,personal/work,120,649531
2010,technology/science,120,649531
2010,education,120,649531
2010,technology/science,120,649531
2010,technology/science,120,649531
2010,culture,64,577356
2010,education,64,577356
2010,culture,64,577356
2010,culture,64,577356
2010,technology/science,314,1324929
2010,personal/work,314,1324929
2010,technology/science,314,1324929
2010,technology/science,314,1324929
2010,personal/work,314,1324929
2010,technology/science,314,1324929
2010,technology/science,314,1324929
2010,personal/work,304,851719
2010,personal/work,304,851719
2010,technology/science,304,851719
2010,education,304,851719
2010,environment/nature,304,851719
2010,technology/science,304,851719
2010,technology/science,304,851719
2010,technology/science,304,851719
2010,technology/science,98,316507
2010,environment/nature,98,316507
2010,environment/nature,98,316507
2010,environment/nature,98,316507
2010,technology/science,98,316507
2010,TED ,454,2465179
2010,education,454,2465179
2010,education,454,2465179
2010,technology/science,454,2465179
2010,education,454,2465179
2010,education,454,2465179
2010,education,233,3362099
2010,culture,233,3362099
2010,culture,233,3362099
2010,technology/science,233,3362099
2010,personal/work,373,1028630
2010,personal/work,373,1028630
2010,society,373,1028630
2010,society,373,1028630
2010,society,373,1028630
2010,society,585,4149065
2010,society,585,4149065
2010,society,585,4149065
2010,society,585,4149065
2010,society,585,4149065
2010,culture,650,2108816
2010,society,650,2108816
2010,society,650,2108816
2010,environment/nature,650,2108816
2010,environment/nature,68,358820
2010,society,68,358820
2010,environment/nature,68,358820
2010,environment/nature,68,358820
2010,society,68,358820
2010,environment/nature,212,603657
2010,environment/nature,212,603657
2010,society,212,603657
2010,environment/nature,212,603657
2010,society,212,603657
2010,society,212,603657
2010,society,580,1086357
2010,technology/science,580,1086357
2010,personal/work,580,1086357
2010,technology/science,580,1086357
2010,personal/work,580,1086357
2010,technology/science,580,1086357
2010,technology/science,580,1086357
2010,personal/work,1234,7266316
2010,education,1234,7266316
2010,personal/work,1234,7266316
2010,education,1234,7266316
2010,technology/science,1234,7266316
2010,TED ,304,1033272
2010,personal/work,304,1033272
2010,personal/work,304,1033272
2010,culture,304,1033272
2010,technology/science,304,1033272
2010,personal/work,304,1033272
2010,technology/science,304,1033272
2010,culture,304,1033272
2010,TED ,1502,1057238
2010,education,1502,1057238
2010,culture,1502,1057238
2010,culture,1502,1057238
2010,technology/science,1502,1057238
2010,technology/science,1502,1057238
2010,technology/science,1502,1057238
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,139,541076
2010,technology/science,85,518461
2010,culture,85,518461
2010,culture,85,518461
2010,technology/science,85,518461
2010,personal/work,85,518461
2010,technology/science,88,389961
2010,TED ,88,389961
2010,technology/science,88,389961
2010,culture,88,389961
2010,society,88,389961
2010,society,88,389961
2010,technology/science,88,389961
2010,society,227,1514014
2010,society,227,1514014
2010,culture,227,1514014
2010,society,227,1514014
2010,society,227,1514014
2010,society,227,1514014
2010,technology/science,227,1514014
2010,environment/nature,342,1426130
2010,environment/nature,342,1426130
2010,environment/nature,342,1426130
2010,society,342,1426130
2010,society,342,1426130
2010,society,477,1451649
2010,personal/work,477,1451649
2010,personal/work,477,1451649
2010,society,477,1451649
2010,culture,477,1451649
2010,society,477,1451649
2010,society,477,1451649
2010,society,477,1451649
2010,technology/science,477,1451649
2010,personal/work,228,1616851
2010,society,228,1616851
2010,technology/science,228,1616851
2010,education,228,1616851
2010,technology/science,228,1616851
2010,technology/science,228,1616851
2010,technology/science,228,1616851
2010,TED ,142,1059130
2010,technology/science,142,1059130
2010,culture,142,1059130
2010,culture,142,1059130
2010,technology/science,142,1059130
2010,technology/science,393,1160672
2010,technology/science,393,1160672
2010,technology/science,393,1160672
2010,technology/science,393,1160672
2010,technology/science,393,1160672
2010,culture,393,1160672
2010,technology/science,86,327406
2010,environment/nature,86,327406
2010,environment/nature,86,327406
2010,technology/science,86,327406
2010,environment/nature,86,327406
2010,technology/science,86,327406
2010,personal/work,491,1056987
2010,technology/science,491,1056987
2010,technology/science,491,1056987
2010,technology/science,491,1056987
2010,personal/work,491,1056987
2010,technology/science,491,1056987
2010,personal/work,491,1056987
2010,environment/nature,921,1294171
2010,personal/work,921,1294171
2010,environment/nature,921,1294171
2010,technology/science,921,1294171
2010,environment/nature,921,1294171
2010,environment/nature,921,1294171
2010,environment/nature,921,1294171
2010,technology/science,921,1294171
2010,technology/science,921,1294171
2010,environment/nature,921,1294171
2010,technology/science,149,1231159
2010,technology/science,149,1231159
2010,education,149,1231159
2010,culture,149,1231159
2010,culture,837,2428958
2010,personal/work,837,2428958
2010,technology/science,837,2428958
2010,technology/science,837,2428958
2010,technology/science,837,2428958
2010,personal/work,837,2428958
2010,culture,223,777079
2010,personal/work,223,777079
2010,personal/work,223,777079
2010,culture,223,777079
2010,culture,223,777079
2010,technology/science,223,777079
2010,technology/science,223,777079
2010,technology/science,223,777079
2010,environment/nature,62,428470
2010,environment/nature,62,428470
2010,environment/nature,62,428470
2010,technology/science,62,428470
2010,culture,62,428470
2010,TED ,683,1579033
2010,personal/work,683,1579033
2010,education,683,1579033
2010,education,683,1579033
2010,society,683,1579033
2010,society,683,1579033
2010,education,683,1579033
2010,society,155,587639
2010,culture,155,587639
2010,culture,155,587639
2010,culture,155,587639
2010,personal/work,155,587639
2010,personal/work,155,587639
2010,culture,363,2785058
2010,personal/work,363,2785058
2010,society,363,2785058
2010,personal/work,363,2785058
2010,society,363,2785058
2010,society,363,2785058
2010,culture,135,629753
2010,society,135,629753
2010,education,135,629753
2010,technology/science,135,629753
2010,society,147,772299
2010,education,147,772299
2010,society,147,772299
2010,education,147,772299
2010,education,287,957087
2010,society,287,957087
2010,society,287,957087
2010,society,287,957087
2010,society,287,957087
2010,education,138,1014201
2010,society,138,1014201
2010,culture,138,1014201
2010,society,138,1014201
2010,society,138,1014201
2010,society,138,1014201
2010,personal/work,294,954924
2010,personal/work,294,954924
2010,culture,294,954924
2010,society,294,954924
2010,society,294,954924
2010,TED ,118,668454
2010,technology/science,118,668454
2010,technology/science,118,668454
2010,technology/science,118,668454
2010,technology/science,118,668454
2010,environment/nature,69,362741
2010,technology/science,69,362741
2010,environment/nature,69,362741
2010,environment/nature,69,362741
2010,technology/science,69,362741
2010,culture,179,1678493
2010,technology/science,179,1678493
2010,technology/science,179,1678493
2010,technology/science,179,1678493
2010,technology/science,179,1678493
2010,TED ,254,1332785
2010,technology/science,254,1332785
2010,technology/science,254,1332785
2010,environment/nature,254,1332785
2010,technology/science,254,1332785
2010,technology/science,127,1212079
2010,TED ,296,664485
2010,technology/science,296,664485
2010,technology/science,296,664485
2010,technology/science,296,664485
2010,personal/work,296,664485
2010,society,296,664485
2010,society,150,426610
2010,society,150,426610
2010,environment/nature,150,426610
2010,environment/nature,150,426610
2010,environment/nature,150,426610
2010,environment/nature,150,426610
2010,society,150,426610
2010,society,150,426610
2010,environment/nature,150,426610
2010,culture,607,2934262
2010,society,607,2934262
2010,society,607,2934262
2010,society,607,2934262
2010,society,607,2934262
2010,society,607,2934262
2010,personal/work,607,2934262
2010,TED ,368,594725
2010,society,368,594725
2010,environment/nature,368,594725
2010,environment/nature,368,594725
2010,environment/nature,368,594725
2010,environment/nature,368,594725
2010,environment/nature,368,594725
2010,personal/work,459,2156157
2010,personal/work,459,2156157
2010,society,459,2156157
2010,society,459,2156157
2010,personal/work,141,694714
2010,society,141,694714
2010,education,141,694714
2010,society,141,694714
2010,society,141,694714
2010,technology/science,141,694714
2010,culture,1217,1763449
2010,education,1217,1763449
2010,society,1217,1763449
2010,personal/work,1217,1763449
2010,society,1217,1763449
2010,technology/science,926,2278271
2010,personal/work,926,2278271
2010,technology/science,926,2278271
2010,technology/science,926,2278271
2010,technology/science,926,2278271
2010,technology/science,926,2278271
2010,technology/science,926,2278271
2010,technology/science,804,819361
2010,culture,804,819361
2010,culture,804,819361
2010,technology/science,804,819361
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,personal/work,274,1123482
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,technology/science,274,1123482
2010,personal/work,581,2468906
2010,technology/science,581,2468906
2010,technology/science,581,2468906
2010,culture,581,2468906
2010,technology/science,581,2468906
2010,personal/work,581,2468906
2010,technology/science,581,2468906
2010,technology/science,113,486269
2010,technology/science,113,486269
2010,technology/science,113,486269
2010,society,113,486269
2010,society,113,486269
2010,personal/work,959,3087856
2010,personal/work,959,3087856
2010,culture,959,3087856
2010,personal/work,959,3087856
2010,society,959,3087856
2010,society,959,3087856
2010,society,959,3087856
2010,society,959,3087856
2010,TED ,123,220099
2010,personal/work,123,220099
2010,society,123,220099
2010,society,123,220099
2010,environment/nature,123,220099
2010,environment/nature,123,220099
2010,environment/nature,123,220099
2010,environment/nature,123,220099
2010,society,123,220099
2010,personal/work,218,659664
2010,personal/work,218,659664
2010,personal/work,218,659664
2010,personal/work,218,659664
2010,personal/work,218,659664
2010,environment/nature,58,332099
2010,environment/nature,58,332099
2010,society,58,332099
2010,society,58,332099
2010,society,58,332099
2010,personal/work,613,1236817
2010,personal/work,613,1236817
2010,society,613,1236817
2010,society,613,1236817
2010,society,613,1236817
2010,environment/nature,613,1236817
2010,society,613,1236817
2010,society,613,1236817
2010,personal/work,173,1029186
2010,society,173,1029186
2010,environment/nature,173,1029186
2010,society,173,1029186
2010,society,173,1029186
2010,culture,173,1029186
2010,personal/work,169,431548
2010,environment/nature,169,431548
2010,environment/nature,169,431548
2010,society,169,431548
2010,technology/science,538,1049847
2010,technology/science,538,1049847
2010,education,538,1049847
2010,technology/science,538,1049847
2010,technology/science,538,1049847
2010,technology/science,538,1049847
2010,technology/science,538,1049847
2010,technology/science,538,1049847
2010,culture,649,292395
2010,technology/science,649,292395
2010,culture,649,292395
2010,technology/science,649,292395
2010,technology/science,649,292395
2010,personal/work,649,292395
2010,culture,649,292395
2010,technology/science,649,292395
2010,technology/science,207,734490
2010,education,207,734490
2010,technology/science,207,734490
2010,technology/science,207,734490
2010,technology/science,207,734490
2010,technology/science,207,734490
2010,technology/science,207,734490
2010,culture,99,799855
2010,culture,99,799855
2010,culture,99,799855
2010,technology/science,287,4646183
2010,technology/science,287,4646183
2010,culture,287,4646183
2010,culture,287,4646183
2010,culture,287,4646183
2010,technology/science,287,4646183
2010,TED ,295,816019
2010,personal/work,295,816019
2010,culture,295,816019
2010,technology/science,295,816019
2010,technology/science,295,816019
2010,technology/science,295,816019
2010,technology/science,295,816019
2010,technology/science,285,2581998
2010,technology/science,285,2581998
2010,technology/science,285,2581998
2010,technology/science,285,2581998
2010,technology/science,285,2581998
2010,environment/nature,236,592082
2010,technology/science,236,592082
2010,technology/science,236,592082
2010,personal/work,404,544047
2010,technology/science,404,544047
2010,technology/science,404,544047
2010,personal/work,404,544047
2010,technology/science,404,544047
2010,technology/science,404,544047
2010,environment/nature,66,479113
2010,culture,66,479113
2010,culture,66,479113
2010,culture,66,479113
2010,culture,66,479113
2010,environment/nature,66,479113
2010,technology/science,66,479113
2010,TED ,175,452632
2010,technology/science,175,452632
2010,environment/nature,175,452632
2010,environment/nature,175,452632
2010,environment/nature,175,452632
2010,environment/nature,175,452632
2010,technology/science,175,452632
2010,personal/work,137,1373377
2010,technology/science,137,1373377
2010,technology/science,137,1373377
2010,society,137,1373377
2010,society,396,1597719
2010,culture,396,1597719
2010,society,396,1597719
2010,society,396,1597719
2010,society,396,1597719
2010,personal/work,396,1597719
2010,society,396,1597719
2010,environment/nature,568,924806
2010,culture,568,924806
2010,society,568,924806
2010,environment/nature,568,924806
2010,environment/nature,568,924806
2010,society,568,924806
2010,personal/work,215,800001
2010,culture,215,800001
2010,personal/work,215,800001
2010,culture,215,800001
2010,society,215,800001
2010,society,582,4657799
2010,personal/work,582,4657799
2010,personal/work,582,4657799
2010,society,582,4657799
2010,personal/work,582,4657799
2010,personal/work,582,4657799
2010,personal/work,582,4657799
2010,environment/nature,175,1424250
2010,society,175,1424250
2010,environment/nature,175,1424250
2010,personal/work,175,1424250
2010,environment/nature,175,1424250
2010,society,175,1424250
2010,environment/nature,175,1424250
2010,education,626,2528934
2010,education,626,2528934
2010,society,626,2528934
2010,society,626,2528934
2010,technology/science,626,2528934
2010,technology/science,626,2528934
2010,culture,70,427590
2010,technology/science,70,427590
2010,culture,70,427590
2010,technology/science,70,427590
2010,technology/science,90,343532
2010,education,90,343532
2010,technology/science,90,343532
2010,technology/science,90,343532
2010,technology/science,90,343532
2010,TED ,97,497710
2010,education,97,497710
2010,culture,97,497710
2010,culture,97,497710
2010,culture,97,497710
2010,culture,97,497710
2010,technology/science,97,497710
2010,personal/work,237,955329
2010,technology/science,237,955329
2010,personal/work,237,955329
2010,technology/science,237,955329
2010,technology/science,237,955329
2010,environment/nature,331,547649
2010,environment/nature,331,547649
2010,technology/science,331,547649
2010,technology/science,331,547649
2010,personal/work,484,1306536
2010,education,484,1306536
2010,technology/science,484,1306536
2010,education,484,1306536
2010,technology/science,484,1306536
2010,technology/science,484,1306536
2010,technology/science,484,1306536
2010,technology/science,484,1306536
2010,technology/science,241,2244295
2010,personal/work,241,2244295
2010,personal/work,241,2244295
2010,technology/science,241,2244295
2010,personal/work,241,2244295
2010,personal/work,125,568761
2010,technology/science,125,568761
2010,personal/work,125,568761
2010,society,125,568761
2010,society,125,568761
2010,society,125,568761
2010,society,125,568761
2010,culture,60,649740
2010,education,60,649740
2010,culture,60,649740
2010,culture,60,649740
2010,culture,60,649740
2010,society,60,649740
2010,education,209,1157394
2010,personal/work,209,1157394
2010,society,209,1157394
2010,society,209,1157394
2010,society,209,1157394
2010,society,209,1157394
2010,society,209,1157394
2010,society,209,1157394
2010,personal/work,359,3951683
2010,education,359,3951683
2010,education,359,3951683
2010,society,359,3951683
2010,society,359,3951683
2010,society,40,235221
2010,society,40,235221
2010,personal/work,40,235221
2010,society,40,235221
2010,society,40,235221
2010,technology/science,40,235221
2010,technology/science,105,484254
2010,technology/science,105,484254
2010,personal/work,105,484254
2010,technology/science,105,484254
2010,personal/work,105,484254
2010,TED ,159,875821
2010,personal/work,159,875821
2010,culture,159,875821
2010,technology/science,159,875821
2010,technology/science,159,875821
2010,technology/science,159,875821
2010,personal/work,229,1147609
2010,technology/science,229,1147609
2010,culture,229,1147609
2010,environment/nature,229,1147609
2010,technology/science,229,1147609
2010,technology/science,229,1147609
2010,personal/work,229,1147609
2010,technology/science,40,112321
2010,environment/nature,40,112321
2010,technology/science,40,112321
2010,personal/work,40,112321
2010,personal/work,141,865560
2010,technology/science,141,865560
2010,technology/science,141,865560
2010,technology/science,141,865560
2010,technology/science,141,865560
2010,technology/science,141,865560
2010,technology/science,141,865560
2010,personal/work,411,942928
2010,personal/work,411,942928
2010,technology/science,411,942928
2010,technology/science,411,942928
2010,technology/science,68,343349
2010,personal/work,68,343349
2010,personal/work,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,technology/science,68,343349
2010,TED ,233,1059098
2010,culture,233,1059098
2010,technology/science,233,1059098
2010,technology/science,233,1059098
2010,environment/nature,233,1059098
2010,society,233,1059098
2010,environment/nature,266,1097901
2010,environment/nature,266,1097901
2010,environment/nature,266,1097901
2010,society,266,1097901
2010,environment/nature,266,1097901
2010,environment/nature,266,1097901
2010,society,266,1097901
2010,society,266,1097901
2010,society,364,899942
2010,society,364,899942
2010,environment/nature,364,899942
2010,society,364,899942
2010,society,364,899942
2010,environment/nature,35,334820
2010,environment/nature,35,334820
2010,society,35,334820
2010,society,35,334820
2010,society,342,738895
2010,TED ,342,738895
2010,society,342,738895
2010,society,342,738895
2010,society,342,738895
2010,society,342,738895
2010,society,342,738895
2010,society,505,3450119
2010,technology/science,505,3450119
2010,personal/work,505,3450119
2010,personal/work,505,3450119
2010,technology/science,954,1075196
2010,environment/nature,954,1075196
2010,personal/work,954,1075196
2010,environment/nature,954,1075196
2010,technology/science,954,1075196
2010,TED ,322,1189754
2010,personal/work,322,1189754
2010,technology/science,322,1189754
2010,technology/science,322,1189754
2010,technology/science,322,1189754
2010,personal/work,322,1189754
2010,TED ,77,317127
2010,technology/science,77,317127
2010,personal/work,77,317127
2010,technology/science,77,317127
2010,technology/science,77,317127
2010,environment/nature,77,317127
2010,technology/science,77,317127
2010,culture,69,414028
2010,personal/work,69,414028
2010,technology/science,69,414028
2010,technology/science,69,414028
2010,environment/nature,69,414028
2010,culture,69,414028
2010,technology/science,69,414028
2010,technology/science,148,1876053
2010,culture,148,1876053
2010,technology/science,148,1876053
2010,personal/work,148,1876053
2010,culture,148,1876053
2010,culture,148,1876053
2010,culture,148,1876053
2010,society,148,1876053
2010,technology/science,148,1876053
2010,society,225,278672
2010,education,225,278672
2010,personal/work,225,278672
2010,society,225,278672
2010,society,225,278672
2010,society,225,278672
